,inputs,outputs,acuuracy
199,"static int frame_max_bits ( const RATE_CONTROL * rc , const VP9_CONFIG * oxcf ) {   int64_t max_bits = ( ( int64_t ) rc -> av_per_frame_bandwidth *  ( int64_t ) oxcf -> two_pass_vbrmax_section ) / 100 ; if ( max_bits < 0 ) max_bits = 0 ; else if ( max_bits > rc -> max_frame_bandwidth ) max_bits = rc -> max_frame_bandwidth ; return ( int ) max_bits ; }
","static int64_t frame_max_bits(const RATE_CONTROL *rc, const VP9_CONFIG *oxcf) {
    int64_t max_bits = ((int64_t)rc->avg_frame_bandwidth * (int64_t)oxcf->two_pass_vbrmax_section) / 100;
    if (max_bits < 0)
        max_bits = 0;
    else if (max_bits > rc->max_frame_bandwidth)
        max_bits = rc->max_frame_bandwidth;
    return (int64_t)max_bits;
}
",0
200,"static char * __filterShell ( const char * arg ) { r_return_val_if_fail ( arg , NULL ) ; char * a = malloc ( strlen ( arg ) + 1 ) ; if ( ! a ) { return NULL ; } char * b = a ; while ( * arg ) {  switch ( * arg ) {  case '@' : case '`' : case '|' : case ';' :  case '\\n' :  break ; default :  * b ++ = * arg ;  break ; } arg ++ ; } * b = 0 ; return a ; }
","static char * __filterShell(const char* arg) {
    if(!arg) {
        return NULL;
    }

    char* a = (char*) malloc(strlen(arg) + 1);
    if(!a) {
        return NULL;
    }

    char* b = a;
    while(*arg) {
        switch(*arg) {
            case '@':
            case '`':
            case '|':
            case ';':
            case '\n':
                break;
            default:
                *b++ = *arg;
                break;
        }
        arg++;
    }

    *b = '\0';
    return a;
}
",0
201,"static void cost ( int * costs , vp9_tree tree , const vp9_prob * probs ,  int i , int c ) {  const vp9_prob prob = probs [ i / 2 ] ;  int b ; for ( b = 0 ; b <= 1 ; ++ b ) { const int cc = c + vp9_cost_bit ( prob , b ) ;  const vp9_tree_index ii = tree [ i + b ] ;  if ( ii <= 0 ) costs [ - ii ] = cc ; else cost ( costs , tree , probs , ii , cc ) ; } }
","static void cost (int* costs, vp9_tree tree, const vp9_prob* probs, int i, int c) {
  const vp9_prob prob = probs[i / 2];
  int b;
  for (b = 0; b <= 1; ++b) {
    const int cc = c + vp9_cost_bit(prob, b);
    const vp9_tree_index ii = tree[i + b];
    if (ii <= 0)
      costs[-ii] = cc;
    else
      cost(costs, tree, probs, ii, cc);
  }
}
",0
202,"static int em_loop ( struct x86_emulate_ctxt * ctxt )  {  register_address_increment ( ctxt , reg_rmw ( ctxt , VCPU_REGS_RCX ) , - 1 ) ; if ( ( address_mask ( ctxt , reg_read ( ctxt , VCPU_REGS_RCX ) ) != 0 ) && ( ctxt -> b == 0xe2 || test_cc ( ctxt -> b ^ 0x5 , ctxt -> eflags ) ) )  jmp_rel ( ctxt , ctxt -> src . val ) ;   return X86EMUL_CONTINUE ;  }
","static int em_loop(struct x86_emulate_ctxt *ctxt) {
    if (reg_read(ctxt, VCPU_REGS_RCX) == 0) {  // Added condition to check if RCX is zero
        return X86EMUL_UNHANDLEABLE;
    }
    register_address_increment(ctxt, reg_rmw(ctxt, VCPU_REGS_RCX), -1);
    if ((address_mask(ctxt, reg_read(ctxt, VCPU_REGS_RCX)) != 0) 
            && (ctxt->b == 0xe2 || test_cc(ctxt->b ^ 0x5, ctxt->eflags))) {
        jmp_rel(ctxt, ctxt->src.val);
    }
    return X86EMUL_CONTINUE;
}
",0
203,"static CURLcode pop3_parse_url_path ( struct connectdata * conn ) { struct pop3_conn * pop3c = & conn -> proto . pop3c ; struct SessionHandle * data = conn -> data ; const char * path = data -> state . path ;  pop3c -> mailbox = curl_easy_unescape ( data , path , 0 , NULL ) ;   if ( ! pop3c -> mailbox )  return CURLE_OUT_OF_MEMORY ; return CURLE_OK ; }
","static CURLcode pop3_parse_url_path(struct connectdata* conn) {
    struct pop3_conn* pop3c = &conn->proto.pop3c;
    struct SessionHandle* data = conn->data;
    const char* path = data->state.path;
    pop3c->mailbox = curl_easy_unescape(data, path, 0, NULL);
    if (!pop3c->mailbox) {
        return CURLE_OUT_OF_MEMORY;
    }
    return CURLE_OK;
}
",0
204,"static inline void header_put_be_int ( SF_PRIVATE * psf , int x )  { if ( psf -> headindex < SIGNED_SIZEOF ( psf -> header ) - 4 )   { psf -> header [ psf -> headindex ++ ] = ( x >> 24 ) ;   psf -> header [ psf -> headindex ++ ] = ( x >> 16 ) ;   psf -> header [ psf -> headindex ++ ] = ( x >> 8 ) ;   psf -> header [ psf -> headindex ++ ] = x ;   } ;  }
","static inline void header_put_be_int(SF_PRIVATE *psf, int x) {
  if (psf->headindex < SIGNED_SIZEOF(psf->header) - 4) {
    psf->header[psf->headindex++] = (x >> 24) & 0xFF;
    psf->header[psf->headindex++] = (x >> 16) & 0xFF;
    psf->header[psf->headindex++] = (x >> 8) & 0xFF;
    psf->header[psf->headindex++] = x & 0xFF;
  }
}
",0
205,"int parse_rock_ridge_inode ( struct iso_directory_record * de , struct inode * inode )  {  int result = parse_rock_ridge_inode_internal ( de , inode , 0 ) ;  if ( ( ISOFS_SB ( inode -> i_sb ) -> s_rock_offset == - 1 ) && ( ISOFS_SB ( inode -> i_sb ) -> s_rock == 2 ) ) {  result = parse_rock_ridge_inode_internal ( de , inode , 14 ) ;  } return result ; }
","int parse_rock_ridge_inode(struct iso_directory_record* de, struct inode* inode){
    int result = parse_rock_ridge_inode_internal(de, inode, 0);
    if((ISOFS_SB(inode->i_sb)->s_rock_offset == -1) && (ISOFS_SB(inode->i_sb)->s_rock == 2)){
        result = parse_rock_ridge_inode_internal(de, inode, 14);
    }
    return result;
}
",0
206,"void * zcalloc ( size_t size ) {  void * ptr = calloc ( 1 , size + PREFIX_SIZE ) ; if ( ! ptr ) zmalloc_oom_handler ( size ) ; # ifdef HAVE_MALLOC_SIZE update_zmalloc_stat_alloc ( zmalloc_size ( ptr ) ) ; return ptr ; # else * ( ( size_t * ) ptr ) = size ; update_zmalloc_stat_alloc ( size + PREFIX_SIZE ) ; return ( char * ) ptr + PREFIX_SIZE ; # endif }
","void* zcalloc(size_t size) {
    void* ptr = calloc(1, size + PREFIX_SIZE);
    if (!ptr) {
        zmalloc_oom_handler(size);
    }
#ifdef HAVE_MALLOC_SIZE
    update_zmalloc_stat_alloc(zmalloc_size(ptr));
    return ptr;
#else
    *((size_t*)ptr) = size;
    update_zmalloc_stat_alloc(size + PREFIX_SIZE);
    return (char*)ptr + PREFIX_SIZE;
#endif
}
",0
207,"void vpx_yv12_copy_y_c ( const YV12_BUFFER_CONFIG * src_ybc , YV12_BUFFER_CONFIG * dst_ybc ) { int row ; const uint8_t * src = src_ybc -> y_buffer ; uint8_t * dst = dst_ybc -> y_buffer ;  for ( row = 0 ; row < src_ybc -> y_height ; ++ row ) {   vpx_memcpy ( dst , src , src_ybc -> y_width ) ;  src += src_ybc -> y_stride ; dst += dst_ybc -> y_stride ; } }
","void vpx_yv12_copy_yuv_c(const YV12_BUFFER_CONFIG *src_ybc, YV12_BUFFER_CONFIG *dst_ybc) {
    int row;
    const uint8_t *src_y = src_ybc->y_buffer;
    const uint8_t *src_u = src_ybc->u_buffer;
    const uint8_t *src_v = src_ybc->v_buffer;
    uint8_t *dst_y = dst_ybc->y_buffer;
    uint8_t *dst_u = dst_ybc->u_buffer;
    uint8_t *dst_v = dst_ybc->v_buffer;

    for (row = 0; row < src_ybc->y_height; ++row) {
        vpx_memcpy(dst_y, src_y, src_ybc->y_width);
        vpx_memcpy(dst_u, src_u, src_ybc->uv_width);
        vpx_memcpy(dst_v, src_v, src_ybc->uv_width);
        src_y += src_ybc->y_stride;
        dst_y += dst_ybc->y_stride;
        if (row % 2 == 1) {
            src_u += src_ybc->uv_stride;
            src_v += src_ybc->uv_stride;
            dst_u += dst_ybc->uv_stride;
            dst_v += dst_ybc->uv_stride;
        }
    }
}
",0
208,"void unix_notinflight ( struct file * fp ) { struct sock * s = unix_get_socket ( fp ) ;  if ( s ) {   struct unix_sock * u = unix_sk ( s ) ;  spin_lock ( & unix_gc_lock ) ; BUG_ON ( list_empty ( & u -> link ) ) ; if ( atomic_long_dec_and_test ( & u -> inflight ) ) list_del_init ( & u -> link ) ; unix_tot_inflight -- ;  spin_unlock ( & unix_gc_lock ) ;  }  }
","void unix_notinflight(struct file *fp) {
    struct sock *s = unix_get_socket(fp);
    if (s) {
        struct unix_sock *u = unix_sk(s);
        spin_lock(&unix_gc_lock);
        if (!list_empty(&u->link)) { // fixed the condition inside BUG_ON
            if (atomic_long_dec_and_test(&u->inflight)) {
                list_del_init(&u->link);
                unix_tot_inflight--;    
            }
        }
        spin_unlock(&unix_gc_lock);
    }
}
",0
209,"static int ip_options_get_finish ( struct net * net , struct ip_options * * optp ,   struct ip_options * opt , int optlen )  { while ( optlen & 3 )  opt -> __data [ optlen ++ ] = IPOPT_END ;   opt -> optlen = optlen ;   if ( optlen && ip_options_compile ( net , opt , NULL ) ) {  kfree ( opt ) ; return - EINVAL ; } kfree ( * optp ) ; * optp = opt ; return 0 ; }
","static int ip_options_get_finish(struct net *net, struct ip_options **optp,
                                  struct ip_options *opt, int optlen) {
    while (optlen % 4 != 0) {
        opt->__data[optlen++] = IPOPT_END;
    }
    opt->optlen = optlen;
    if (optlen && ip_options_compile(net, opt, NULL)) {
        kfree(opt);
        return -EINVAL;
    }
    kfree(*optp);
    *optp = opt;
    return 0;
}
",0
210,"void nego_process_negotiation_request ( rdpNego * nego , wStream * s )  { BYTE flags ;  UINT16 length ;  Stream_Read_UINT8 ( s , flags ) ; Stream_Read_UINT16 ( s , length ) ; Stream_Read_UINT32 ( s , nego -> RequestedProtocols ) ; WLog_DBG ( TAG , ""RDP_NEG_REQ:RequestedProtocol:0x%08"" PRIX32 """" , nego -> RequestedProtocols ) ; nego -> state = NEGO_STATE_FINAL ;  }
","void nego_process_negotiation_request (rdpNego* nego, wStream* s) {
    BYTE flags;
    UINT16 length;
    Stream_Read_UINT8(s, flags);
    Stream_Read_UINT16(s, length);
    Stream_Read_UINT32(s, nego->RequestedProtocols);
    WLog_DBG(TAG, ""RDP_NEG_REQ:RequestedProtocol:0x%08"" PRIX32 """", nego->RequestedProtocols);
    nego->state = NEGO_STATE_FINAL;
}
",0
211,"static int crypto_report_comp ( struct sk_buff * skb , struct crypto_alg * alg ) { struct crypto_report_comp rcomp ;  snprintf ( rcomp . type , CRYPTO_MAX_ALG_NAME , ""%s"" , ""compression"" ) ;  if ( nla_put ( skb , CRYPTOCFGA_REPORT_COMPRESS , sizeof ( struct crypto_report_comp ) , & rcomp ) ) goto nla_put_failure ; return 0 ; nla_put_failure : return - EMSGSIZE ; }
","static int crypto_report_comp(struct sk_buff *skb, struct crypto_alg *alg) {
    struct crypto_report_comp rcomp;
    memset(&rcomp, 0, sizeof(struct crypto_report_comp));  // initialize the struct

    snprintf(rcomp.type, CRYPTO_MAX_ALG_NAME, ""%s"", ""compression"");

    if (nla_put(skb, CRYPTOCFGA_REPORT_COMPRESS, sizeof(struct crypto_report_comp), &rcomp))
        goto nla_put_failure;

    return 0;

nla_put_failure:
    return -EMSGSIZE;
}
",0
212,"void Com_WriteConfig_f ( void ) { char filename [ MAX_QPATH ] ; if ( Cmd_Argc ( ) != 2 ) {  Com_Printf ( ""Usage:writeconfig<filename>\\n"" ) ;  return ; } Q_strncpyz ( filename , Cmd_Argv ( 1 ) , sizeof ( filename ) ) ; COM_DefaultExtension ( filename , sizeof ( filename ) , "".cfg"" ) ; Com_Printf ( ""Writing%s.\\n"" , filename ) ; Com_WriteConfigToFile ( filename ) ; }
","void Com_WriteConfig_f() {
    char filename[MAX_QPATH];
    if (Cmd_Argc() != 2) {
        Com_Printf(""Usage: writeconfig <filename>\n"");
        return;
    }
    Q_strncpyz(filename, Cmd_Argv(1), sizeof(filename));
    COM_DefaultExtension(filename, sizeof(filename), "".cfg"");
    Com_Printf(""Writing %s.\n"", filename);
    Com_WriteConfigToFile(filename);
}
",0
213,"BOOLEAN UIPC_Send ( tUIPC_CH_ID ch_id , UINT16 msg_evt , UINT8 * p_buf , UINT16 msglen ) { UNUSED ( msg_evt ) ; BTIF_TRACE_DEBUG ( ""UIPC_Send:ch_id:%d%dbytes"" , ch_id , msglen ) ; UIPC_LOCK ( ) ;  if ( write ( uipc_main . ch [ ch_id ] . fd , p_buf , msglen ) < 0 )  { BTIF_TRACE_ERROR ( ""failedtowrite(%s)"" , strerror ( errno ) ) ; } UIPC_UNLOCK ( ) ; return FALSE ; }
","BOOLEAN UIPC_Send ( tUIPC_CH_ID ch_id , UINT16 msg_evt , UINT8 * p_buf , UINT16 msglen ) {
    UNUSED ( msg_evt ) ;
    BTIF_TRACE_DEBUG ( ""UIPC_Send:ch_id:%d%dbytes"" , ch_id , msglen ) ;
    UIPC_LOCK ( ) ;
    int bytes_written = write(uipc_main.ch[ch_id].fd, p_buf, msglen);
    if ( bytes_written < 0 )  {
        BTIF_TRACE_ERROR ( ""failed to write (%s)"" , strerror ( errno ) ) ;
        UIPC_UNLOCK ( ) ;
        return FALSE ;
    }
    UIPC_UNLOCK();
    return TRUE;
}
",0
214,"static void t1_check_unusual_charstring ( void ) { char * p = strstr ( t1_line_array , charstringname ) + strlen ( charstringname ) ; int i ; if ( sscanf ( p , ""%i"" , & i ) != 1 ) { strcpy ( t1_buf_array , t1_line_array ) ; t1_getline ( ) ;  strcat ( t1_buf_array , t1_line_array ) ;  strcpy ( t1_line_array , t1_buf_array ) ; t1_line_ptr = eol ( t1_line_array ) ; } }
","// Fixed program
static void t1_check_unusual_charstring() {
    char* p = strstr(t1_line_array, charstringname) + strlen(charstringname);
    int i;
    if (sscanf(p, ""%i"", &i) != 1) {
        strcpy(t1_buf_array, t1_line_array);
        t1_getline();
        strcat(t1_buf_array, t1_line_array);
        strcpy(t1_line_array, t1_buf_array);
        t1_line_ptr = t1_line_array + strlen(t1_line_array);
    }
}
",0
215,"static void t1_check_unusual_charstring ( void ) { char * p = strstr ( t1_line_array , charstringname ) + strlen ( charstringname ) ; int i ; if ( sscanf ( p , ""%i"" , & i ) != 1 ) { strcpy ( t1_buf_array , t1_line_array ) ; t1_getline ( ) ;  strcat ( t1_buf_array , t1_line_array ) ;  strcpy ( t1_line_array , t1_buf_array ) ; t1_line_ptr = eol ( t1_line_array ) ; } }
","static void t1_check_unusual_charstring(void) {
    char *p = strstr(t1_line_array, charstringname) + strlen(charstringname);
    int i;
    if (sscanf(p, ""%d"", &i) != 1) {
        strcpy(t1_buf_array, t1_line_array);
        t1_getline();
        strcat(t1_buf_array, t1_line_array);
        strcpy(t1_line_array, t1_buf_array);
        t1_line_ptr = eol(t1_line_array);
    }
}
",0
216,"static __u8 * sp_report_fixup ( struct hid_device * hdev , __u8 * rdesc , unsigned int * rsize ) {  if ( * rsize >= 107 && rdesc [ 104 ] == 0x26 && rdesc [ 105 ] == 0x80 &&  rdesc [ 106 ] == 0x03 ) { hid_info ( hdev , ""fixingupSunplusWirelessDesktopreportdescriptor\\n"" ) ; rdesc [ 105 ] = rdesc [ 110 ] = 0x03 ; rdesc [ 106 ] = rdesc [ 111 ] = 0x21 ; } return rdesc ; }
","static __u8* spReportFixup(struct hid_device* hdev, __u8* rdesc, unsigned int* rsize) {
    if (*rsize >= 111 && rdesc[107] == 0x26 && rdesc[108] == 0x80 && rdesc[109] == 0x03) {
        hid_info(hdev, ""Fixing up Sunplus Wireless Desktop report descriptor\n"");
        rdesc[108] = rdesc[113] = 0x03;
        rdesc[109] = rdesc[114] = 0x21;
    }
    return rdesc;
}
",0
217,"void luaD_shrinkstack ( lua_State * L ) { int inuse = stackinuse ( L ) ;  int goodsize = inuse + ( inuse / 8 ) + 2 * EXTRA_STACK ;  if ( goodsize > LUAI_MAXSTACK ) goodsize = LUAI_MAXSTACK ; if ( inuse <= ( LUAI_MAXSTACK - EXTRA_STACK ) && goodsize < L -> stacksize ) luaD_reallocstack ( L , goodsize , 0 ) ; else condmovestack ( L , { } , { } ) ; luaE_shrinkCI ( L ) ; }
","void luaD_shrinkstack(lua_State* L)
{
    int inuse = stackinuse(L);
    int goodsize = inuse + (inuse / 8) + 2 * EXTRA_STACK;
    if (goodsize > LUAI_MAXSTACK)
        goodsize = LUAI_MAXSTACK;
    if (inuse <= (LUAI_MAXSTACK - EXTRA_STACK) && goodsize < L->stacksize)
        luaD_reallocstack(L, goodsize, 0);
    else
        luaD_reallocstack(L, L->stacksize - EXTRA_STACK, 0); // fix the bug by using the correct function and parameters
    luaE_shrinkCI(L);
}
",0
218,"struct scm_fp_list * scm_fp_dup ( struct scm_fp_list * fpl ) { struct scm_fp_list * new_fpl ; int i ; if ( ! fpl ) return NULL ; new_fpl = kmemdup ( fpl , offsetof ( struct scm_fp_list , fp [ fpl -> count ] ) , GFP_KERNEL ) ; if ( new_fpl ) { for ( i = 0 ; i < fpl -> count ; i ++ ) get_file ( fpl -> fp [ i ] ) ; new_fpl -> max = new_fpl -> count ;  }  return new_fpl ; }
","struct scm_fp_list *scm_fp_dup(struct scm_fp_list *fpl) {
    struct scm_fp_list *new_fpl;
    int i;
    if (!fpl)
        return NULL;
    new_fpl = kmemdup(fpl, offsetof(struct scm_fp_list, fp[fpl->max]), GFP_KERNEL); // Bug fixed: use fpl->max instead of fpl->count
    if (new_fpl) {
        for (i = 0; i < fpl->count; i++)
            get_file(fpl->fp[i]);
        new_fpl->max = new_fpl->count;
    }
    return new_fpl;
}
",0
219,"static void * proc_pid_follow_link ( struct dentry * dentry , struct nameidata * nd ) { struct inode * inode = dentry -> d_inode ; int error = - EACCES ; path_put ( & nd -> path ) ; if ( ! proc_fd_access_allowed ( inode ) ) goto out ; error = PROC_I ( inode ) -> op . proc_get_link ( inode , & nd -> path ) ;  nd -> last_type = LAST_BIND ;  out : return ERR_PTR ( error ) ; }
","static void *proc_pid_follow_link(struct dentry *dentry, struct nameidata *nd) {
    struct inode *inode = dentry->d_inode;
    int error = 0;
    path_put(&nd->path);
    if (!proc_fd_access_allowed(inode)) {
        error = -EACCES;
        goto out;
    }
    error = PROC_I(inode)->op.proc_get_link(inode, &nd->path);
    nd->last_type = LAST_BIND;
out:
    return ERR_PTR(error);
}
",0
220,"long vorbis_book_decodev_add ( codebook * book , ogg_int32_t * a , oggpack_buffer * b , int n , int point ) { if ( book -> used_entries > 0 ) { ogg_int32_t * v = book -> dec_buf ; int i , j ; if ( ! v ) return - 1 ; for ( i = 0 ; i < n ; ) { if ( decode_map ( book , b , v , point ) ) return - 1 ;  for ( j = 0 ; j < book -> dim ; j ++ )  a [ i ++ ] += v [ j ] ; } } return 0 ; }
","long vorbis_book_decodev_add ( codebook * book , ogg_int32_t * a , oggpack_buffer * b , int n , int point ) {
    if ( book -> used_entries > 0 ) {
        ogg_int32_t * v = (ogg_int32_t*) _ogg_malloc( book -> dim * sizeof(*v) );
        int i , j ;
        if ( ! v ) return -1 ;
        for ( i = 0 ; i < n ; ) {
            if ( decode_map ( book , b , v , point ) ) {
                _ogg_free(v);
                return -1 ;
            }
            for ( j = 0 ; j < book -> dim ; j ++ ) {
                a [ i ] += v [ j ] ;
                i++;
            }
        }
        _ogg_free(v);
    }
    return 0 ;
}
",0
221,"static int atusb_read_reg ( struct atusb * atusb , uint8_t reg ) { struct usb_device * usb_dev = atusb -> usb_dev ; int ret ;  uint8_t value ;  dev_dbg ( & usb_dev -> dev , ""atusb:reg=0x%x\\n"" , reg ) ; ret = atusb_control_msg ( atusb , usb_rcvctrlpipe ( usb_dev , 0 ) , ATUSB_REG_READ , ATUSB_REQ_FROM_DEV ,  0 , reg , & value , 1 , 1000 ) ;   return ret >= 0 ? value : ret ;   }
","static int atusb_read_reg(struct atusb *atusb, uint8_t reg) {
    struct usb_device *usb_dev = atusb->usb_dev;
    int ret;
    uint8_t value;
    dev_dbg(&usb_dev->dev, ""atusb:reg=0x%x\n"", reg);
    ret = atusb_control_msg(atusb, usb_rcvctrlpipe(usb_dev, 0), ATUSB_REG_READ, ATUSB_REQ_FROM_DEV, 0, reg, &value, 1, 1000);
    if (ret < 0) {
        return ret;
    }
    return value;
}
",0
222,"static int set_registers ( pegasus_t * pegasus , __u16 indx , __u16 size , void * data )  {  int ret ;  ret = usb_control_msg ( pegasus -> usb , usb_sndctrlpipe ( pegasus -> usb , 0 ) , PEGASUS_REQ_SET_REGS , PEGASUS_REQT_WRITE , 0 ,  indx , data , size , 100 ) ;  if ( ret < 0 ) netif_dbg ( pegasus , drv , pegasus -> net , ""%sreturned%d\\n"" , __func__ , ret ) ;  return ret ;  }
","static int set_registers(pegasus_t *pegasus, __u16 indx, __u16 size, void *data) {
    int ret;
    ret = usb_control_msg(pegasus->usb, usb_sndctrlpipe(pegasus->usb, 0),
                          PEGASUS_REQ_SET_REGS, PEGASUS_REQT_WRITE, 0, indx,
                          data, size, 100);
    if (ret < 0) {
        netif_dbg(pegasus, drv, pegasus->net, ""%s returned %d\n"", __func__, ret);
        return ret;
    }
    return 0;
}
",0
223,"void pci_lintr_release ( struct pci_vdev * dev ) { struct businfo * bi ; struct slotinfo * si ; int pin ; bi = pci_businfo [ dev -> bus ] ;  assert ( bi != NULL ) ;  si = & bi -> slotinfo [ dev -> slot ] ; for ( pin = 1 ; pin < 4 ; pin ++ ) { si -> si_intpins [ pin ] . ii_count = 0 ; si -> si_intpins [ pin ] . ii_pirq_pin = 0 ; si -> si_intpins [ pin ] . ii_ioapic_irq = 0 ; } }
","void pci_lintr_release(struct pci_vdev* dev) {
    if (dev == NULL) {
        // If the device is invalid, there is nothing to release
        return;
    }

    struct businfo* bi = pci_businfo[dev->bus];
    if (bi == NULL) {
        // If the bus info is invalid, something has gone wrong
        assert(0);
        return;
    }

    struct slotinfo* si = NULL;
    if (dev->slot < bi->numslots) {
        // Only access the slot info if the slot is valid
        si = &bi->slotinfo[dev->slot];
        for (int pin = 1; pin <= dev->num_irqs; pin++) {
            if (pin <= 3) {
                // Only clear interrupt info for valid pins
                si->si_intpins[pin].ii_count = 0;
                si->si_intpins[pin].ii_pirq_pin = 0;
                si->si_intpins[pin].ii_ioapic_irq = 0;
            }
        }
    }
}
",0
224,"static int set_registers ( pegasus_t * pegasus , __u16 indx , __u16 size , void * data )  {  int ret ;  ret = usb_control_msg ( pegasus -> usb , usb_sndctrlpipe ( pegasus -> usb , 0 ) , PEGASUS_REQ_SET_REGS , PEGASUS_REQT_WRITE , 0 ,  indx , data , size , 100 ) ;  if ( ret < 0 ) netif_dbg ( pegasus , drv , pegasus -> net , ""%sreturned%d\\n"" , __func__ , ret ) ;  return ret ;  }
","static int set_registers(pegasus_t* pegasus, __u16 indx, __u16 size, void* data) {
    int ret;
    ret = usb_control_msg(pegasus->usb, usb_sndctrlpipe(pegasus->usb, 0),
                          PEGASUS_REQ_SET_REGS, PEGASUS_REQT_WRITE, 0, indx,
                          data, size, 100);
    if (ret < 0) {
        netif_dbg(pegasus, drv, pegasus->net, ""%s returned %d\n"",
                  __func__, ret);
        return ret;  // Return an error code
    }
    return 0;  // Return success
}
",0
225,"static inline void encode_openhdr ( struct xdr_stream * xdr , const struct nfs_openargs * arg ) { __be32 * p ; RESERVE_SPACE ( 8 ) ; WRITE32 ( OP_OPEN ) ; WRITE32 ( arg -> seqid -> sequence -> counter ) ;  encode_share_access ( xdr , arg -> open_flags ) ;  RESERVE_SPACE ( 28 ) ; WRITE64 ( arg -> clientid ) ; WRITE32 ( 16 ) ; WRITEMEM ( ""openid:"" , 8 ) ; WRITE64 ( arg -> id ) ; }
","static inline void encode_openhdr ( struct xdr_stream * xdr , const struct nfs_openargs * arg ) {
    __be32 * p ;
    RESERVE_SPACE ( 8 ) ;
    WRITE32 ( OP_OPEN ) ;
    WRITE32 ( arg -> seqid -> sequence -> counter ) ;
    encode_share_access ( xdr , arg -> open_flags ) ;
    RESERVE_SPACE ( 28 ) ;
    WRITE64 ( arg -> clientid ) ;
    WRITE32 ( 16 ) ;
    WRITEMEM ( ""openid:"" , 8 ) ;
    RESERVE_SPACE ( 32 ) ;
    WRITE64 ( arg -> id ) ;
}
",0
226,"static void ip_cmsg_recv_checksum ( struct msghdr * msg , struct sk_buff * skb , int tlen , int offset ) { __wsum csum = skb -> csum ; if ( skb -> ip_summed != CHECKSUM_COMPLETE ) return ;  if ( offset != 0 )  csum = csum_sub ( csum ,  csum_partial ( skb_transport_header ( skb ) + tlen ,   offset , 0 ) ) ;  put_cmsg ( msg , SOL_IP , IP_CHECKSUM , sizeof ( __wsum ) , & csum ) ; }
","static void ip_cmsg_recv_checksum(struct msghdr *msg, struct sk_buff *skb, int tlen, int offset) {
    __wsum csum = skb->csum;

    if (skb->ip_summed != CHECKSUM_COMPLETE)
        return;

    if (offset != 0)
        csum = csum_sub(csum, csum_partial(skb_transport_header(skb), tlen + offset, 0));
    
    if (skb->protocol == htons(ETH_P_IP))
        put_cmsg(msg, SOL_IP, IP_RECVERR, sizeof(int), &skb->csum);
    else if (skb->protocol == htons(ETH_P_IPV6))
        put_cmsg(msg, SOL_IPV6, IPV6_RECVERR, sizeof(int), &skb->csum);
    else
        return;
}
",0
227,"static void encode_term_subexp ( vp9_writer * w , int word ) {  if ( ! write_bit_gte ( w , word , 16 ) ) {  vp9_write_literal ( w , word , 4 ) ;  } else if ( ! write_bit_gte ( w , word , 32 ) ) {  vp9_write_literal ( w , word - 16 , 4 ) ;  } else if ( ! write_bit_gte ( w , word , 64 ) ) {  vp9_write_literal ( w , word - 32 , 5 ) ;  } else { encode_uniform ( w , word - 64 ) ; } }
","static void encode_term_subexp(vp9_writer *w, int word) {
  if (!vp9_write(w, word, 16)) {
    vp9_write_literal(w, word, 4);
  } else if (!vp9_write(w, word, 32)) {
    vp9_write_literal(w, word - 16, 4);
  } else if (!vp9_write(w, word, 64)) {
    vp9_write_literal(w, word - 32, 5);
  } else {
    encode_uniform(w, word - 64);
  }
}
",0
228,"vpx_codec_err_t vpx_svc_set_options ( SvcContext * svc_ctx , const char * options ) {  SvcInternal * const si = get_svc_internal ( svc_ctx ) ;  if ( svc_ctx == NULL || options == NULL || si == NULL ) { return VPX_CODEC_INVALID_PARAM ; } strncpy ( si -> options , options , sizeof ( si -> options ) ) ; si -> options [ sizeof ( si -> options ) - 1 ] = '\\0' ; return VPX_CODEC_OK ; }
","vpx_codec_err_t vpx_svc_set_options (SvcContext * svc_ctx, const char * options) {
    if (svc_ctx == NULL || options == NULL) {
        return VPX_CODEC_INVALID_PARAM;
    }
    SvcInternal * const si = get_svc_internal(svc_ctx);
    if (si == NULL) {
        return VPX_CODEC_INVALID_PARAM;
    }
    strncpy(si->options, options, sizeof(si->options) - 1);
    si->options[sizeof(si->options) - 1] = '\0';
    return VPX_CODEC_OK;
}
",0
229,"int DSA_verify ( int type , const unsigned char * dgst , int dgst_len , const unsigned char * sigbuf , int siglen , DSA * dsa ) { DSA_SIG * s ;  int ret = - 1 ;  s = DSA_SIG_new ( ) ; if ( s == NULL ) return ( ret ) ;  if ( d2i_DSA_SIG ( & s , & sigbuf , siglen ) == NULL ) goto err ;  ret = DSA_do_verify ( dgst , dgst_len , s , dsa ) ; err :  DSA_SIG_free ( s ) ;  return ( ret ) ; }
","int DSA_verify(int type, const unsigned char* dgst, int dgst_len, const unsigned char* sigbuf, int siglen, DSA* dsa)
{
    DSA_SIG* s;
    int ret = -1;
    s = DSA_SIG_new();
    if (s == NULL)
        return (ret);
    const unsigned char* p = sigbuf; // New line added
    if (d2i_DSA_SIG(&s, &p, siglen) == NULL) // Modified line
        goto err;
    ret = DSA_do_verify(dgst, dgst_len, s, dsa);
err:
    DSA_SIG_free(s);
    return (ret);
}
",0
